transaction_id,customer_name,product_name,category,amount,quantity,sales_date,region,salesperson
97,Customer_477,Laptop,Electronics,176.91,3,2025-04-19 08:06:46.271207,Central,Sales_16
98,Customer_703,Phone,Accessories,1985.68,9,2024-10-28 08:06:46.271212,East,Sales_10
99,Customer_402,Monitor,Electronics,263.09,6,2024-10-22 08:06:46.271216,South,Sales_48
100,Customer_730,Keyboard,Electronics,153.97,4,2025-05-15 08:06:46.271220,North,Sales_37
101,Customer_556,Tablet,Accessories,1758.28,3,2024-07-13 08:06:46.271225,North,Sales_27
102,Customer_162,Laptop,Electronics,610.65,2,2024-12-06 08:06:46.271230,North,Sales_48
103,Customer_202,Mouse,Computing,1304.09,4,2025-01-27 08:06:46.271234,Central,Sales_1
104,Customer_958,Headphones,Computing,664.72,9,2024-08-10 08:06:46.271238,West,Sales_5
105,Customer_996,Mouse,Electronics,788.99,4,2024-11-13 08:06:46.271243,South,Sales_13
106,Customer_270,Tablet,Accessories,531.6,5,2025-04-18 08:06:46.271247,North,Sales_45
107,Customer_863,Laptop,Computing,692.66,8,2024-11-23 08:06:46.271252,West,Sales_3
108,Customer_816,Monitor,Accessories,827.29,2,2025-03-05 08:06:46.271256,West,Sales_17
109,Customer_271,Keyboard,Computing,1443.63,3,2024-08-28 08:06:46.271260,West,Sales_19
110,Customer_456,Laptop,Electronics,1027.96,6,2024-08-11 08:06:46.271265,South,Sales_37
111,Customer_462,Headphones,Accessories,1887.69,7,2024-07-28 08:06:46.271270,West,Sales_5
112,Customer_727,Mouse,Accessories,93.34,4,2024-07-11 08:06:46.271274,North,Sales_47
113,Customer_252,Headphones,Accessories,1011.11,1,2025-03-19 08:06:46.271279,North,Sales_42
114,Customer_702,Headphones,Computing,1172.61,7,2024-11-05 08:06:46.271283,East,Sales_44
115,Customer_296,Tablet,Computing,1841.19,9,2025-06-06 08:06:46.271287,Central,Sales_24
116,Customer_725,Tablet,Computing,107.83,1,2024-12-24 08:06:46.271291,West,Sales_43
117,Customer_720,Keyboard,Electronics,1151.26,1,2024-10-28 08:06:46.271296,Central,Sales_33
118,Customer_749,Tablet,Computing,1708.72,1,2024-07-05 08:06:46.271300,Central,Sales_21
119,Customer_338,Tablet,Electronics,491.44,7,2024-12-03 08:06:46.271304,Central,Sales_3
120,Customer_879,Laptop,Accessories,1753.82,9,2025-06-13 08:06:46.271307,Central,Sales_4
121,Customer_53,Monitor,Accessories,47.9,3,2025-01-30 08:06:46.271312,Central,Sales_32
122,Customer_792,Keyboard,Electronics,1467.58,8,2025-06-07 08:06:46.271317,North,Sales_24
123,Customer_922,Laptop,Computing,1866.9,9,2025-04-18 08:06:46.271321,South,Sales_35
124,Customer_217,Monitor,Electronics,1317.82,3,2024-09-01 08:06:46.271326,West,Sales_18
125,Customer_764,Headphones,Accessories,883.67,3,2025-05-08 08:06:46.271330,West,Sales_3
126,Customer_188,Laptop,Accessories,99.31,1,2025-03-07 08:06:46.271335,North,Sales_39
127,Customer_380,Phone,Electronics,1841.03,2,2025-01-20 08:06:46.271340,North,Sales_26
128,Customer_493,Laptop,Computing,945.89,7,2025-05-01 08:06:46.271345,Central,Sales_24
129,Customer_41,Tablet,Computing,67.7,3,2025-05-17 08:06:46.271349,South,Sales_1
130,Customer_157,Monitor,Electronics,1382.74,7,2025-02-04 08:06:46.271354,West,Sales_34
131,Customer_15,Keyboard,Electronics,968.86,5,2025-01-27 08:06:46.271359,East,Sales_12
132,Customer_813,Keyboard,Computing,257.45,8,2025-01-29 08:06:46.271364,North,Sales_17
133,Customer_65,Monitor,Accessories,436.4,5,2025-02-03 08:06:46.271369,East,Sales_21
134,Customer_857,Tablet,Electronics,138.34,3,2024-11-21 08:06:46.271373,West,Sales_21
135,Customer_839,Mouse,Computing,1152.84,9,2024-10-17 08:06:46.271377,North,Sales_3
136,Customer_521,Laptop,Computing,1247.84,7,2024-10-21 08:06:46.271382,West,Sales_44
137,Customer_344,Tablet,Accessories,1016.43,5,2025-05-04 08:06:46.271387,North,Sales_28
138,Customer_129,Phone,Accessories,1636.03,7,2024-07-17 08:06:46.271392,West,Sales_25
139,Customer_648,Headphones,Accessories,1723.41,9,2024-10-17 08:06:46.271397,East,Sales_44
140,Customer_472,Monitor,Accessories,1235.09,5,2024-08-17 08:06:46.271402,South,Sales_6
141,Customer_63,Laptop,Accessories,35.39,7,2025-01-23 08:06:46.271406,North,Sales_42
142,Customer_139,Keyboard,Electronics,1393.51,9,2024-07-20 08:06:46.271411,East,Sales_30
143,Customer_499,Headphones,Computing,841.82,1,2025-06-03 08:06:46.271416,West,Sales_32
144,Customer_593,Mouse,Electronics,1135.46,4,2025-04-24 08:06:46.271421,East,Sales_22
145,Customer_392,Phone,Electronics,1301.67,1,2025-07-02 08:06:46.271425,North,Sales_38
146,Customer_675,Keyboard,Electronics,706.97,8,2025-05-15 08:06:46.271430,East,Sales_14
147,Customer_419,Monitor,Electronics,1835.03,3,2025-02-19 08:06:46.271434,West,Sales_34
148,Customer_289,Laptop,Electronics,276.61,2,2025-02-08 08:06:46.271439,Central,Sales_43
149,Customer_379,Monitor,Accessories,1346.31,4,2025-01-06 08:06:46.271443,South,Sales_47
150,Customer_773,Headphones,Accessories,18.68,3,2024-10-13 08:06:46.271448,South,Sales_26
151,Customer_490,Laptop,Computing,1850.06,5,2024-08-27 08:06:46.271453,Central,Sales_40
152,Customer_231,Tablet,Electronics,233.88,8,2024-12-12 08:06:46.271457,North,Sales_13
153,Customer_41,Mouse,Computing,198.82,8,2024-09-08 08:06:46.271461,East,Sales_30
154,Customer_28,Tablet,Accessories,672.69,7,2024-12-29 08:06:46.271465,East,Sales_19
155,Customer_135,Tablet,Accessories,753.4,8,2025-06-04 08:06:46.271469,Central,Sales_42
156,Customer_201,Monitor,Accessories,436.46,5,2025-05-06 08:06:46.271473,Central,Sales_41
157,Customer_840,Headphones,Electronics,1174.39,6,2025-06-25 08:06:46.271478,West,Sales_39
158,Customer_780,Mouse,Electronics,891.4,8,2024-08-14 08:06:46.271482,West,Sales_3
159,Customer_930,Laptop,Accessories,78.01,1,2025-01-18 08:06:46.271487,South,Sales_31
160,Customer_33,Laptop,Computing,646.11,6,2024-08-01 08:06:46.271492,North,Sales_12
161,Customer_48,Phone,Computing,1622.76,6,2024-09-28 08:06:46.271496,North,Sales_15
162,Customer_503,Keyboard,Accessories,1382.51,5,2024-12-25 08:06:46.271501,Central,Sales_45
163,Customer_407,Phone,Computing,1452.49,4,2024-11-04 08:06:46.271505,South,Sales_38
164,Customer_574,Phone,Accessories,1399.25,1,2024-09-29 08:06:46.271510,South,Sales_40
165,Customer_728,Laptop,Computing,628.84,8,2025-01-31 08:06:46.271515,West,Sales_14
166,Customer_805,Monitor,Accessories,208.33,6,2025-01-25 08:06:46.271518,East,Sales_35
167,Customer_99,Tablet,Computing,552.21,3,2024-10-12 08:06:46.271521,North,Sales_16
168,Customer_684,Headphones,Electronics,1665.25,3,2024-11-11 08:06:46.271523,South,Sales_24
169,Customer_872,Tablet,Accessories,1961.14,6,2024-07-23 08:06:46.271526,West,Sales_17
170,Customer_726,Tablet,Accessories,992.76,7,2024-12-17 08:06:46.271528,West,Sales_18
171,Customer_987,Mouse,Computing,29.3,8,2025-06-01 08:06:46.271531,West,Sales_42
172,Customer_547,Laptop,Accessories,288.69,5,2025-04-06 08:06:46.271533,East,Sales_17
173,Customer_961,Headphones,Accessories,650.94,6,2025-03-31 08:06:46.271536,South,Sales_16
174,Customer_739,Monitor,Accessories,1161.38,1,2024-11-25 08:06:46.271539,Central,Sales_21
175,Customer_613,Mouse,Electronics,159.44,6,2025-04-26 08:06:46.271541,Central,Sales_24
176,Customer_943,Keyboard,Electronics,1887.28,9,2024-09-13 08:06:46.271544,West,Sales_34
177,Customer_462,Monitor,Computing,736.52,4,2024-11-09 08:06:46.271546,West,Sales_36
178,Customer_643,Phone,Electronics,1826.04,1,2025-01-25 08:06:46.271549,East,Sales_43
179,Customer_769,Monitor,Computing,1563.24,9,2024-08-18 08:06:46.271551,West,Sales_27
180,Customer_5,Monitor,Electronics,1513.32,4,2024-08-10 08:06:46.271554,South,Sales_39
181,Customer_218,Tablet,Computing,1217.37,2,2024-10-01 08:06:46.271556,West,Sales_17
182,Customer_503,Monitor,Electronics,1257.3,1,2024-09-17 08:06:46.271559,West,Sales_25
183,Customer_767,Phone,Electronics,1279.63,3,2025-05-23 08:06:46.271561,South,Sales_38
184,Customer_398,Phone,Computing,1261.16,7,2025-04-29 08:06:46.271564,North,Sales_42
185,Customer_871,Laptop,Accessories,1111.92,2,2025-06-13 08:06:46.271566,Central,Sales_21
186,Customer_795,Monitor,Accessories,1972.96,9,2024-08-03 08:06:46.271569,West,Sales_4
187,Customer_393,Tablet,Electronics,1467.26,2,2025-04-25 08:06:46.271573,South,Sales_25
188,Customer_207,Monitor,Computing,1556.12,5,2024-10-16 08:06:46.271576,Central,Sales_30
189,Customer_15,Keyboard,Accessories,1746.2,8,2024-10-31 08:06:46.271578,East,Sales_33
190,Customer_858,Keyboard,Computing,439.12,8,2024-08-15 08:06:46.271581,North,Sales_39
191,Customer_554,Tablet,Accessories,176.77,3,2024-11-11 08:06:46.271583,West,Sales_26
192,Customer_892,Laptop,Computing,970.96,2,2024-10-05 08:06:46.271586,North,Sales_25
193,Customer_461,Laptop,Electronics,1033.02,9,2025-03-27 08:06:46.271588,West,Sales_16
194,Customer_691,Phone,Computing,1660.07,3,2024-08-09 08:06:46.271591,West,Sales_49
195,Customer_575,Phone,Accessories,893.13,8,2025-05-30 08:06:46.271593,West,Sales_24
196,Customer_864,Mouse,Electronics,1146.0,2,2024-07-30 08:06:46.271596,North,Sales_5
197,Customer_743,Tablet,Computing,1058.87,3,2025-01-14 08:06:46.271598,East,Sales_42
198,Customer_241,Monitor,Accessories,86.02,1,2025-03-16 08:06:46.271601,South,Sales_39
199,Customer_564,Headphones,Electronics,1234.28,6,2024-09-12 08:06:46.271603,South,Sales_13
200,Customer_96,Tablet,Computing,1657.81,7,2025-06-24 08:06:46.271606,East,Sales_30
201,Customer_900,Mouse,Accessories,323.43,4,2024-12-14 08:06:46.271608,East,Sales_7
202,Customer_734,Phone,Computing,1192.72,1,2024-10-20 08:06:46.271611,West,Sales_47
203,Customer_485,Tablet,Computing,1191.28,3,2024-10-15 08:06:46.271613,West,Sales_17
204,Customer_407,Tablet,Electronics,336.73,9,2025-01-04 08:06:46.271616,South,Sales_27
205,Customer_231,Phone,Electronics,255.69,5,2025-04-29 08:06:46.271618,West,Sales_35
206,Customer_749,Mouse,Accessories,1960.3,6,2024-09-13 08:06:46.271621,West,Sales_5
207,Customer_655,Phone,Electronics,793.5,4,2025-01-24 08:06:46.271623,East,Sales_42
208,Customer_171,Laptop,Accessories,462.57,1,2025-04-28 08:06:46.271626,North,Sales_5
209,Customer_541,Monitor,Computing,350.94,5,2025-03-26 08:06:46.271628,Central,Sales_24
210,Customer_36,Phone,Computing,1338.53,5,2025-04-18 08:06:46.271631,Central,Sales_7
211,Customer_525,Mouse,Accessories,1222.8,5,2025-05-30 08:06:46.271634,West,Sales_7
212,Customer_160,Keyboard,Computing,1290.67,6,2025-05-20 08:06:46.271636,West,Sales_14
213,Customer_839,Laptop,Electronics,185.13,2,2025-02-04 08:06:46.271639,Central,Sales_15
214,Customer_699,Keyboard,Computing,1788.13,1,2025-04-27 08:06:46.271641,East,Sales_5
215,Customer_243,Headphones,Electronics,784.64,2,2024-10-23 08:06:46.271644,Central,Sales_37
216,Customer_86,Phone,Accessories,633.61,6,2025-06-17 08:06:46.271646,Central,Sales_4
217,Customer_796,Laptop,Accessories,930.1,5,2024-10-16 08:06:46.271649,Central,Sales_30
218,Customer_578,Monitor,Computing,786.23,5,2024-12-03 08:06:46.271651,West,Sales_20
219,Customer_682,Phone,Computing,1728.52,6,2024-08-25 08:06:46.271654,West,Sales_26
220,Customer_557,Monitor,Electronics,1859.23,7,2024-10-21 08:06:46.271656,Central,Sales_9
221,Customer_574,Tablet,Electronics,613.87,9,2024-11-30 08:06:46.271659,West,Sales_30
222,Customer_953,Keyboard,Computing,1729.23,7,2024-07-18 08:06:46.271661,Central,Sales_44
223,Customer_646,Laptop,Computing,1565.23,2,2024-09-21 08:06:46.271663,East,Sales_48
224,Customer_796,Monitor,Accessories,1862.31,6,2025-06-27 08:06:46.271666,West,Sales_22
225,Customer_28,Mouse,Accessories,499.04,9,2024-12-17 08:06:46.271668,North,Sales_40
226,Customer_620,Monitor,Accessories,1158.15,7,2025-04-04 08:06:46.271671,West,Sales_41
227,Customer_556,Mouse,Computing,556.34,2,2025-02-07 08:06:46.271673,East,Sales_44
228,Customer_340,Phone,Computing,1649.95,3,2025-02-04 08:06:46.271676,East,Sales_30
229,Customer_798,Laptop,Computing,20.6,8,2025-05-13 08:06:46.271678,West,Sales_20
230,Customer_958,Monitor,Accessories,1133.99,9,2024-11-03 08:06:46.271681,South,Sales_28
231,Customer_331,Headphones,Computing,685.01,4,2024-11-27 08:06:46.271683,Central,Sales_7
232,Customer_640,Monitor,Electronics,652.14,9,2025-06-28 08:06:46.271686,Central,Sales_4
233,Customer_506,Headphones,Computing,1293.36,2,2025-03-17 08:06:46.271688,East,Sales_28
234,Customer_348,Laptop,Computing,1704.45,5,2024-07-18 08:06:46.271691,West,Sales_35
235,Customer_473,Monitor,Computing,1222.3,2,2025-04-29 08:06:46.271694,South,Sales_33
236,Customer_231,Mouse,Computing,1707.81,1,2025-06-24 08:06:46.271696,North,Sales_7
237,Customer_190,Monitor,Computing,536.55,5,2024-12-14 08:06:46.271699,Central,Sales_9
238,Customer_225,Keyboard,Electronics,1043.81,2,2024-09-25 08:06:46.271701,South,Sales_34
239,Customer_385,Phone,Electronics,906.57,7,2024-12-02 08:06:46.271704,Central,Sales_39
240,Customer_377,Tablet,Computing,33.17,8,2025-04-27 08:06:46.271708,West,Sales_42
241,Customer_283,Mouse,Accessories,1118.06,2,2024-10-30 08:06:46.271711,Central,Sales_34
242,Customer_958,Keyboard,Computing,1326.43,7,2024-07-15 08:06:46.271713,North,Sales_13
243,Customer_633,Headphones,Computing,1187.91,4,2024-08-11 08:06:46.271716,West,Sales_29
244,Customer_628,Phone,Computing,1475.2,1,2025-05-15 08:06:46.271718,East,Sales_35
245,Customer_973,Laptop,Accessories,1146.97,3,2025-06-17 08:06:46.271721,South,Sales_45
246,Customer_745,Mouse,Accessories,142.83,1,2025-06-23 08:06:46.271723,Central,Sales_10
247,Customer_259,Tablet,Accessories,241.73,5,2024-08-29 08:06:46.271726,West,Sales_30
248,Customer_359,Phone,Electronics,1196.98,8,2024-09-01 08:06:46.271729,West,Sales_44
249,Customer_710,Headphones,Accessories,557.21,1,2025-03-02 08:06:46.271731,Central,Sales_26
250,Customer_456,Tablet,Electronics,168.49,9,2024-11-21 08:06:46.271734,East,Sales_35
251,Customer_411,Laptop,Electronics,864.91,3,2024-11-02 08:06:46.271736,Central,Sales_28
252,Customer_649,Laptop,Accessories,1113.1,5,2024-08-20 08:06:46.271739,East,Sales_29
253,Customer_318,Headphones,Accessories,664.2,9,2024-08-06 08:06:46.271741,Central,Sales_6
254,Customer_677,Mouse,Accessories,1443.66,5,2024-07-23 08:06:46.271744,West,Sales_3
255,Customer_225,Headphones,Electronics,1291.1,9,2025-06-05 08:06:46.271746,North,Sales_29
256,Customer_819,Monitor,Computing,672.31,8,2024-07-11 08:06:46.271749,North,Sales_2
257,Customer_234,Laptop,Accessories,1512.2,7,2024-07-12 08:06:46.271751,West,Sales_22
258,Customer_684,Phone,Accessories,1300.9,1,2024-07-04 08:06:46.271754,North,Sales_46
259,Customer_664,Monitor,Accessories,1278.52,4,2024-09-22 08:06:46.271762,East,Sales_47
260,Customer_975,Keyboard,Electronics,1111.32,9,2025-05-06 08:06:46.271765,West,Sales_27
261,Customer_827,Tablet,Electronics,32.67,8,2025-02-11 08:06:46.271768,East,Sales_22
262,Customer_374,Monitor,Computing,1396.05,4,2024-08-12 08:06:46.271770,West,Sales_10
263,Customer_672,Tablet,Accessories,758.32,1,2024-07-17 08:06:46.271773,East,Sales_49
264,Customer_608,Headphones,Electronics,1885.79,4,2024-09-07 08:06:46.271775,East,Sales_49
265,Customer_472,Monitor,Computing,1637.79,3,2024-11-20 08:06:46.271778,North,Sales_19
266,Customer_233,Headphones,Accessories,1179.51,6,2025-01-21 08:06:46.271780,West,Sales_24
267,Customer_692,Keyboard,Electronics,511.84,5,2025-04-11 08:06:46.271783,Central,Sales_27
268,Customer_113,Laptop,Accessories,415.4,5,2024-08-25 08:06:46.271785,North,Sales_36
269,Customer_830,Keyboard,Accessories,687.37,2,2025-03-09 08:06:46.271788,East,Sales_43
270,Customer_497,Laptop,Electronics,958.37,3,2024-08-18 08:06:46.271790,East,Sales_17
271,Customer_442,Headphones,Electronics,599.17,6,2024-12-12 08:06:46.271793,Central,Sales_10
272,Customer_564,Laptop,Electronics,1034.71,2,2024-07-14 08:06:46.271795,Central,Sales_17
273,Customer_268,Tablet,Accessories,339.09,4,2024-09-13 08:06:46.271798,East,Sales_44
274,Customer_510,Phone,Accessories,1955.65,2,2025-02-09 08:06:46.271800,Central,Sales_10
275,Customer_807,Keyboard,Computing,224.77,9,2025-06-07 08:06:46.271803,South,Sales_10
276,Customer_386,Monitor,Accessories,1864.57,3,2025-06-17 08:06:46.271805,North,Sales_38
277,Customer_387,Keyboard,Electronics,1828.02,6,2025-05-02 08:06:46.271808,West,Sales_17
278,Customer_113,Tablet,Accessories,1055.47,1,2024-10-10 08:06:46.271810,Central,Sales_26
279,Customer_613,Laptop,Computing,1452.57,3,2025-05-01 08:06:46.271813,Central,Sales_26
280,Customer_625,Tablet,Computing,877.74,8,2025-05-26 08:06:46.271815,South,Sales_34
281,Customer_952,Mouse,Electronics,1263.77,5,2025-02-24 08:06:46.271818,West,Sales_4
282,Customer_81,Mouse,Electronics,687.75,8,2025-03-11 08:06:46.271826,South,Sales_27
283,Customer_699,Monitor,Computing,609.31,2,2025-05-20 08:06:46.271829,West,Sales_21
284,Customer_113,Tablet,Computing,1160.68,7,2024-11-30 08:06:46.271832,North,Sales_36
285,Customer_2,Headphones,Computing,1001.28,9,2025-04-07 08:06:46.271834,Central,Sales_38
286,Customer_642,Monitor,Electronics,1163.28,7,2024-08-02 08:06:46.271837,North,Sales_46
287,Customer_220,Headphones,Computing,580.45,3,2025-01-08 08:06:46.271839,West,Sales_31
288,Customer_566,Monitor,Computing,740.25,7,2024-10-12 08:06:46.271842,Central,Sales_7
